,,subject,subject,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1,kappa_trait,kappa_trait,kappa_within,kappa_within,kappa_between,kappa_between
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
num_subjects,space,,,,,,,,,,,,,,,,,,,,
10,Joint_LDA,7.7,0.5011098792790973,0.06318750000000001,0.017803543069662663,0.254125,0.007319589393462509,0.2510625,0.011592210327533665,0.05673209186863313,0.015074974596533562,0.18332598462270014,0.013731881047970544,0.1963629928497894,0.022960450505560018,-0.04090277777777773,0.019781714521847304,0.005500000000000012,0.009759452524616683,0.001416666666666675,0.015456280436711536
10,Raw,7.7,0.5011098792790973,0.09131249999999999,0.024684555028285284,0.25175000000000003,0.0037822685726367437,0.2545,0.006351946333386502,0.06958308456006027,0.019564422745504337,0.19299009927671365,0.014405010263853196,0.22147210068385376,0.01373691682113574,-0.009652777777777666,0.02742728336476135,0.002333333333333336,0.0050430247635156545,0.0060000000000000105,0.008469261777848666
10,State_LDA,7.7,0.5011098792790973,0.087125,0.028795555694894615,0.25275,0.004566256064265824,0.24743749999999998,0.006868368013339612,0.061900892388622474,0.018501212320459284,0.20348974880808282,0.01074380698587871,0.2078930624300376,0.02162424890314631,-0.014305555555555627,0.03199506188321623,0.0036666666666666653,0.006088341419021101,-0.0034166666666666603,0.00915782401778614
10,Trait_LDA,7.7,0.5011098792790973,0.0938125,0.0315023836179282,0.250625,0.007288689868556636,0.2495,0.007203635270549947,0.06799524967989673,0.013824706465090854,0.17854182766085494,0.012242420498319794,0.17645008064081008,0.01377356881496065,-0.0068750000000000755,0.035002648464364745,0.0008333333333333425,0.009718253158075497,-0.0006666666666666588,0.009604847027399914
