,subject,subject,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
space,,,,,,,,,,,,,,
Joint_LDA,7.2,0.8030553898602967,0.04125,0.05167921451755945,0.25303571428571425,0.011627728997214077,0.25241071428571427,0.011649419345548315,0.019119947302797723,0.020047451636989722,0.16794637054297984,0.014787415551537862,0.22628516387537118,0.014723280127613135
Raw,7.2,0.8030553898602967,0.04375,0.05097546206192058,0.2515178571428571,0.011096441918138909,0.2508035714285714,0.008198851096162944,0.02496016439783779,0.024898114441972607,0.18998123616088677,0.015467930703271232,0.23327649420513857,0.009836964147773042
State_LDA,7.2,0.8030553898602967,0.13026785714285713,0.04172710327783591,0.25375000000000003,0.013194966572793683,0.25223214285714285,0.012508854573611622,0.08004994040976195,0.021273034728816028,0.19766077367653484,0.01572453878585712,0.2181183180235487,0.013872580828359994
Trait_LDA,7.2,0.8030553898602967,0.041875,0.0528430141187694,0.24928571428571428,0.004758183069455078,0.25035714285714283,0.011831620552483886,0.019599925517596744,0.021415726519051353,0.14123728798150786,0.012363582639740757,0.18169638630729515,0.024705562222792563
