,,subject,subject,trait_ident_acc,trait_ident_acc,within_state_acc,within_state_acc,between_acc,between_acc,trait_ident_f1,trait_ident_f1,within_state_f1,within_state_f1,between_f1,between_f1
,,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
num_subjects,space,,,,,,,,,,,,,,
4,Joint_LDA,6.6,2.1864481598143493,0.17171875,0.07337079565136177,0.2459375,0.014172027172097383,0.25546875,0.020282429665229956,0.09050698167359543,0.031841287161765625,0.18814914033104696,0.012493267651515278,0.22783984037993177,0.024901593823810787
4,Raw,6.6,2.1864481598143493,0.169375,0.05209999733418632,0.2496875,0.013736578045091463,0.24921875,0.013324582089027119,0.1036562773285928,0.035383618765216694,0.17863769589463144,0.017464574511990946,0.2185073395958248,0.016196617388166985
4,State_LDA,6.6,2.1864481598143493,0.24359375,0.026602808468332396,0.25265624999999997,0.012673492198833312,0.25265624999999997,0.013442142285964364,0.18947281360984286,0.01972793605400127,0.21965434332719877,0.015874395491582715,0.22861289810805024,0.020009109643899157
4,Trait_LDA,6.6,2.1864481598143493,0.16625,0.07725276986224436,0.248125,0.005301254437499782,0.24640625000000002,0.01041796866862997,0.09067535417576791,0.032157000674703215,0.13092231940074023,0.01429134152045078,0.15189310230315364,0.016375444216271705
