,Bal_Acc,Bal_Acc,F1,F1,Kappa,Kappa
,mean,std,mean,std,mean,std
space,,,,,,
autoencoder,0.48427734375,0.031072143145582955,0.47406822597632914,0.03298664679294298,0.3123697916666667,0.04142952419411061
