,space,seed,hier_ratio,hier_pval
0,Raw,0,4.812213053527585,0.0
1,Trait_LDA,0,5.96102315927024,0.0
2,State_LDA,0,1.148544623379725,0.0
3,Joint_LDA,0,5.0131153438031015,0.0
4,Raw,1,4.603618360091364,0.0
5,Trait_LDA,1,6.095512381944021,0.0
6,State_LDA,1,1.1512596130058468,0.0
7,Joint_LDA,1,5.161382882834906,0.0
8,Raw,2,4.807177812664786,0.0
9,Trait_LDA,2,6.2722645744684025,0.0
10,State_LDA,2,1.2029401283439989,0.0
11,Joint_LDA,2,5.153592653707977,0.0
12,Raw,3,4.698421619810791,0.0
13,Trait_LDA,3,6.040735776266023,0.0
14,State_LDA,3,1.0905694157581418,0.0
15,Joint_LDA,3,5.00586839746156,0.0
16,Raw,4,3.7777735823725953,0.0
17,Trait_LDA,4,5.3881623115141135,0.0
18,State_LDA,4,1.1613164152771733,0.0
19,Joint_LDA,4,4.438711254262509,0.0
20,Raw,5,4.575633441022028,0.0
21,Trait_LDA,5,5.941974084096552,0.0
22,State_LDA,5,1.223565244688524,0.0
23,Joint_LDA,5,5.017788349083245,0.0
24,Raw,6,4.658764049488647,0.0
25,Trait_LDA,6,6.338446985209411,0.0
26,State_LDA,6,1.1090928570218674,0.0
27,Joint_LDA,6,5.106939959640323,0.0
28,Raw,7,4.7798758670780535,0.0
29,Trait_LDA,7,5.644299804810423,0.0
30,State_LDA,7,1.14059164186345,0.0
31,Joint_LDA,7,4.735732810842068,0.0
32,Raw,8,4.853928580923128,0.0
33,Trait_LDA,8,6.23951802475535,0.0
34,State_LDA,8,1.150801560122796,0.0
35,Joint_LDA,8,5.274194928613762,0.0
36,Raw,9,4.639436945758419,0.0
37,Trait_LDA,9,6.068553484937953,0.0
38,State_LDA,9,1.1292064487629387,0.0
39,Joint_LDA,9,4.928165907712668,0.0
