,space,seed,hier_ratio,hier_pval
0,Raw,0,3.6479282778202737,0.0
1,Trait_LDA,0,4.745791763739353,0.0
2,State_LDA,0,1.5439736799604211,0.0
3,Joint_LDA,0,4.493312906154782,0.0
4,Raw,1,3.794583070857491,0.0
5,Trait_LDA,1,5.039332727062921,0.0
6,State_LDA,1,1.567230771273947,0.0
7,Joint_LDA,1,4.895462605144288,0.0
8,Raw,2,3.5643458937878743,0.0
9,Trait_LDA,2,5.173975226624721,0.0
10,State_LDA,2,1.4490424776437938,0.0
11,Joint_LDA,2,4.959831517021444,0.0
12,Raw,3,3.701723059802018,0.0
13,Trait_LDA,3,5.113982342020942,0.0
14,State_LDA,3,1.486790315972971,0.0
15,Joint_LDA,3,4.896472334297888,0.0
16,Raw,4,3.598856741493123,0.0
17,Trait_LDA,4,5.023131708487532,0.0
18,State_LDA,4,1.469977735698194,0.0
19,Joint_LDA,4,4.830295598408487,0.0
20,Raw,5,3.82942767987944,0.0
21,Trait_LDA,5,5.227876234932849,0.0
22,State_LDA,5,1.5147609580238741,0.0
23,Joint_LDA,5,5.066092379892827,0.0
24,Raw,6,3.901714523389655,0.0
25,Trait_LDA,6,5.151986734796591,0.0
26,State_LDA,6,1.4610238430151847,0.0
27,Joint_LDA,6,4.923316181103546,0.0
28,Raw,7,3.8210917328452,0.0
29,Trait_LDA,7,5.084479663743338,0.0
30,State_LDA,7,1.5051005354227733,0.0
31,Joint_LDA,7,4.98241577836202,0.0
32,Raw,8,3.8553729199134414,0.0
33,Trait_LDA,8,5.073997038159876,0.0
34,State_LDA,8,1.5775526735070045,0.0
35,Joint_LDA,8,4.9329077943838895,0.0
36,Raw,9,3.706353589904162,0.0
37,Trait_LDA,9,5.191304057140051,0.0
38,State_LDA,9,1.5084744757556432,0.0
39,Joint_LDA,9,5.00300297108628,0.0
