,space,seed,hier_ratio,hier_pval
0,Raw,0,3.028524751618037,0.0
1,Trait_LDA,0,8.158291121891379,0.0
2,State_LDA,0,0.8164429081976169,0.0
3,Joint_LDA,0,3.9600385090748684,0.0
4,Raw,1,3.229470574393614,0.0
5,Trait_LDA,1,8.849579636468109,0.0
6,State_LDA,1,0.9239567863244724,0.0
7,Joint_LDA,1,4.382361658337116,0.0
8,Raw,2,3.165196285399431,0.0
9,Trait_LDA,2,9.1409647827753,0.0
10,State_LDA,2,1.0379880980856577,0.0
11,Joint_LDA,2,4.120441581737313,0.0
12,Raw,3,3.5542065826161813,0.0
13,Trait_LDA,3,9.75254889471742,0.0
14,State_LDA,3,0.9152937852377155,0.0
15,Joint_LDA,3,4.3655300228547915,0.0
16,Raw,4,3.370607771304829,0.0
17,Trait_LDA,4,9.830387707761433,0.0
18,State_LDA,4,0.8724923177009266,0.0
19,Joint_LDA,4,4.196110434998812,0.0
20,Raw,5,3.525307241950352,0.0
21,Trait_LDA,5,9.917263925561839,0.0
22,State_LDA,5,0.8883352274000432,0.0
23,Joint_LDA,5,4.251746946217539,0.0
24,Raw,6,3.279096377295174,0.0
25,Trait_LDA,6,10.14734877085216,0.0
26,State_LDA,6,0.9088311803613152,0.0
27,Joint_LDA,6,4.459426558325345,0.0
28,Raw,7,3.817958327291264,0.0
29,Trait_LDA,7,9.105680355999379,0.0
30,State_LDA,7,0.8517666264536963,0.0
31,Joint_LDA,7,4.270403477484757,0.0
32,Raw,8,2.530127103478163,0.0
33,Trait_LDA,8,9.95427593508054,0.0
34,State_LDA,8,0.8435871189286961,0.0
35,Joint_LDA,8,3.6827206303382765,0.0
36,Raw,9,3.478000025122245,0.0
37,Trait_LDA,9,10.572249339244667,0.0
38,State_LDA,9,0.8904941470372386,0.0
39,Joint_LDA,9,4.161046108338876,0.0
