,space,seed,hier_ratio,hier_pval
0,Raw,0,7.240096519521939,0.0
1,Trait_LDA,0,8.636744638638378,0.0
2,State_LDA,0,1.211307578886889,0.0
3,Joint_LDA,0,8.226567129257058,0.0
4,Raw,1,6.531155347800295,0.0
5,Trait_LDA,1,8.48272494486944,0.0
6,State_LDA,1,1.1798054566320488,0.0
7,Joint_LDA,1,8.184408531860909,0.0
8,Raw,2,6.639265842369699,0.0
9,Trait_LDA,2,8.507959476015609,0.0
10,State_LDA,2,1.2304751845017485,0.0
11,Joint_LDA,2,8.04901445166829,0.0
12,Raw,3,6.635462506950038,0.0
13,Trait_LDA,3,8.6174458296091,0.0
14,State_LDA,3,1.1597280030924912,0.0
15,Joint_LDA,3,8.103589061585838,0.0
16,Raw,4,4.7440461262886116,0.0
17,Trait_LDA,4,6.969453657952553,0.0
18,State_LDA,4,1.1600117337812477,0.0
19,Joint_LDA,4,6.832912455505852,0.0
20,Raw,5,6.86642788876572,0.0
21,Trait_LDA,5,8.93681749041636,0.0
22,State_LDA,5,1.131900151827857,0.0
23,Joint_LDA,5,8.250473420972353,0.0
24,Raw,6,6.583991284292201,0.0
25,Trait_LDA,6,8.874689160571817,0.0
26,State_LDA,6,1.1828407086409853,0.0
27,Joint_LDA,6,8.073709198391786,0.0
28,Raw,7,7.200201512540464,0.0
29,Trait_LDA,7,7.548729298073775,0.0
30,State_LDA,7,1.257243837802242,0.0
31,Joint_LDA,7,7.348418843655195,0.0
32,Raw,8,6.0913502582901975,0.0
33,Trait_LDA,8,8.276193728664916,0.0
34,State_LDA,8,1.2772809556771165,0.0
35,Joint_LDA,8,8.176644183857071,0.0
36,Raw,9,6.750422989029035,0.0
37,Trait_LDA,9,8.960164202563144,0.0
38,State_LDA,9,1.2206718352601482,0.0
39,Joint_LDA,9,8.51642040799647,0.0
