,space,seed,hier_ratio,hier_pval
0,Raw,0,5.296576159387446,0.0
1,Trait_LDA,0,6.70890936726112,0.0
2,State_LDA,0,1.8571865395308134,0.0
3,Joint_LDA,0,6.697982473591618,0.0
4,Raw,1,5.488775970219622,0.0
5,Trait_LDA,1,7.370280877514364,0.0
6,State_LDA,1,2.1013511974875176,0.0
7,Joint_LDA,1,7.284665528383014,0.0
8,Raw,2,5.697410634341318,0.0
9,Trait_LDA,2,7.629206585815735,0.0
10,State_LDA,2,1.8628399568280378,0.0
11,Joint_LDA,2,7.657119823797849,0.0
12,Raw,3,5.1637465138132885,0.0
13,Trait_LDA,3,7.656587160233608,0.0
14,State_LDA,3,1.8111337808553538,0.0
15,Joint_LDA,3,7.549251390180888,0.0
16,Raw,4,5.251964118413679,0.0
17,Trait_LDA,4,7.2093702160455875,0.0
18,State_LDA,4,1.8705392398012493,0.0
19,Joint_LDA,4,7.351200170734161,0.0
20,Raw,5,5.61052294955479,0.0
21,Trait_LDA,5,7.183636058158615,0.0
22,State_LDA,5,1.8527745920836656,0.0
23,Joint_LDA,5,7.199188081313723,0.0
24,Raw,6,5.702811936666292,0.0
25,Trait_LDA,6,7.7127231503863625,0.0
26,State_LDA,6,1.7073910904585874,0.0
27,Joint_LDA,6,7.724288870868353,0.0
28,Raw,7,5.684690751739031,0.0
29,Trait_LDA,7,7.5524971899723425,0.0
30,State_LDA,7,1.8139136067535733,0.0
31,Joint_LDA,7,7.73676223592317,0.0
32,Raw,8,5.835090284125929,0.0
33,Trait_LDA,8,7.61097752340304,0.0
34,State_LDA,8,2.1187063265454222,0.0
35,Joint_LDA,8,7.490474753251773,0.0
36,Raw,9,5.760004950444281,0.0
37,Trait_LDA,9,7.7695805940240055,0.0
38,State_LDA,9,1.8950952854552374,0.0
39,Joint_LDA,9,7.890329899506522,0.0
