pca_dim,lda_dim,val_bal_acc,seed,num_subjects
5,1,0.008284453420436684,0,80
5,2,0.027151319933746712,0,80
5,3,0.05950858958181134,0,80
5,4,0.0922054526134024,0,80
5,5,0.12664430718824024,0,80
5,6,0.12664430718824024,0,80
5,7,0.12664430718824024,0,80
5,8,0.12664430718824024,0,80
5,9,0.12664430718824024,0,80
5,10,0.12664430718824024,0,80
5,11,0.12664430718824024,0,80
5,12,0.12664430718824024,0,80
5,13,0.12664430718824024,0,80
5,14,0.12664430718824024,0,80
5,15,0.12664430718824024,0,80
5,16,0.12664430718824024,0,80
5,17,0.12664430718824024,0,80
5,18,0.12664430718824024,0,80
5,19,0.12664430718824024,0,80
5,20,0.12664430718824024,0,80
15,1,0.01072346799334247,0,80
15,2,0.028109899553414197,0,80
15,3,0.06274699072816227,0,80
15,4,0.1006924444685951,0,80
15,5,0.14864907291685536,0,80
15,6,0.20544136825517578,0,80
15,7,0.2627223117808892,0,80
15,8,0.3010058998029709,0,80
15,9,0.3420654543039481,0,80
15,10,0.3763529144805295,0,80
15,11,0.3968168183126342,0,80
15,12,0.41093926412964077,0,80
15,13,0.42568960173562687,0,80
15,14,0.4383741781231321,0,80
15,15,0.44545145115228796,0,80
15,16,0.44545145115228796,0,80
15,17,0.44545145115228796,0,80
15,18,0.44545145115228796,0,80
15,19,0.44545145115228796,0,80
15,20,0.44545145115228796,0,80
25,1,0.009126808028481669,0,80
25,2,0.024119532644637245,0,80
25,3,0.06194493752025132,0,80
25,4,0.10470328911751504,0,80
25,5,0.15102642785697176,0,80
25,6,0.19186437497106953,0,80
25,7,0.2383988570704052,0,80
25,8,0.27458468426041643,0,80
25,9,0.3222890893392985,0,80
25,10,0.35899433164077516,0,80
25,11,0.39886167412318035,0,80
25,12,0.4299922416031203,0,80
25,13,0.4445300786304971,0,80
25,14,0.46099860932496917,0,80
25,15,0.47431195799396636,0,80
25,16,0.47971445879395663,0,80
25,17,0.4938869668995192,0,80
25,18,0.4987440403235382,0,80
25,19,0.5103801262274066,0,80
25,20,0.5174061545923471,0,80
5,1,0.009324717588315915,1,80
5,2,0.026710268655875353,1,80
5,3,0.05802838104093335,1,80
5,4,0.08528452989750061,1,80
5,5,0.12728105421620065,1,80
5,6,0.12728105421620065,1,80
5,7,0.12728105421620065,1,80
5,8,0.12728105421620065,1,80
5,9,0.12728105421620065,1,80
5,10,0.12728105421620065,1,80
5,11,0.12728105421620065,1,80
5,12,0.12728105421620065,1,80
5,13,0.12728105421620065,1,80
5,14,0.12728105421620065,1,80
5,15,0.12728105421620065,1,80
5,16,0.12728105421620065,1,80
5,17,0.12728105421620065,1,80
5,18,0.12728105421620065,1,80
5,19,0.12728105421620065,1,80
5,20,0.12728105421620065,1,80
15,1,0.008993124108186869,1,80
15,2,0.026652684445571475,1,80
15,3,0.06548348598557803,1,80
15,4,0.10348881321684668,1,80
15,5,0.15378350148224626,1,80
15,6,0.2192356670913156,1,80
15,7,0.2637381988846424,1,80
15,8,0.2997497137141489,1,80
15,9,0.33552623767058914,1,80
15,10,0.377929851413115,1,80
15,11,0.39778344814955696,1,80
15,12,0.41152315644993465,1,80
15,13,0.42307594776214025,1,80
15,14,0.4373242788514755,1,80
15,15,0.45287878284740213,1,80
15,16,0.45287878284740213,1,80
15,17,0.45287878284740213,1,80
15,18,0.45287878284740213,1,80
15,19,0.45287878284740213,1,80
15,20,0.45287878284740213,1,80
25,1,0.009239133716121164,1,80
25,2,0.027269733598185478,1,80
25,3,0.0662859920182096,1,80
25,4,0.10566745357540337,1,80
25,5,0.16707521519237,1,80
25,6,0.2231853552460247,1,80
25,7,0.26803990794576565,1,80
25,8,0.30703669490280366,1,80
25,9,0.33042642503939573,1,80
25,10,0.3710786385472578,1,80
25,11,0.3954667717220019,1,80
25,12,0.4205320287956271,1,80
25,13,0.4371616393059907,1,80
25,14,0.4534567129755414,1,80
25,15,0.4651251758469332,1,80
25,16,0.47579958782887655,1,80
25,17,0.4906139246620418,1,80
25,18,0.5039083050066314,1,80
25,19,0.512731468903017,1,80
25,20,0.5197447678619227,1,80
5,1,0.008175429894179895,2,80
5,2,0.0299239417989418,2,80
5,3,0.05859595458553792,2,80
5,4,0.09259121472663139,2,80
5,5,0.12612130731922397,2,80
5,6,0.12612130731922397,2,80
5,7,0.12612130731922397,2,80
5,8,0.12612130731922397,2,80
5,9,0.12612130731922397,2,80
5,10,0.12612130731922397,2,80
5,11,0.12612130731922397,2,80
5,12,0.12612130731922397,2,80
5,13,0.12612130731922397,2,80
5,14,0.12612130731922397,2,80
5,15,0.12612130731922397,2,80
5,16,0.12612130731922397,2,80
5,17,0.12612130731922397,2,80
5,18,0.12612130731922397,2,80
5,19,0.12612130731922397,2,80
5,20,0.12612130731922397,2,80
15,1,0.008626818783068783,2,80
15,2,0.02953455687830688,2,80
15,3,0.05551421957671957,2,80
15,4,0.10384975749559083,2,80
15,5,0.1640062830687831,2,80
15,6,0.2175920414462081,2,80
15,7,0.2624457120811287,2,80
15,8,0.3042917768959436,2,80
15,9,0.34629602072310406,2,80
15,10,0.3841435185185185,2,80
15,11,0.41108906525573197,2,80
15,12,0.4265782076719577,2,80
