pca_dim,lda_dim,val_bal_acc
5,1,0.06008243975054319
5,2,0.1348044131794132
5,3,0.19299538281003797
5,4,0.24480753346270587
5,5,0.2935592252575011
5,6,0.2935592252575011
5,7,0.2935592252575011
5,8,0.2935592252575011
5,9,0.2935592252575011
5,10,0.2935592252575011
5,11,0.2935592252575011
5,12,0.2935592252575011
5,13,0.2935592252575011
5,14,0.2935592252575011
5,15,0.2935592252575011
5,16,0.2935592252575011
5,17,0.2935592252575011
5,18,0.2935592252575011
5,19,0.2935592252575011
5,20,0.2935592252575011
15,1,0.06683923388233734
15,2,0.13419149416994244
15,3,0.21298849538073675
15,4,0.2921184442951684
15,5,0.3483951750675888
15,6,0.3935190513509479
15,7,0.4247435521056211
15,8,0.45623995911495907
15,9,0.47408018195087165
15,10,0.48720084258015284
15,11,0.5023743282579489
15,12,0.5095883402995472
15,13,0.5172030755004893
15,14,0.5240225883631056
15,15,0.524389879915742
15,16,0.524389879915742
15,17,0.524389879915742
15,18,0.524389879915742
15,19,0.524389879915742
15,20,0.524389879915742
25,1,0.06836662395714119
25,2,0.14149549891360236
25,3,0.21571149508218473
25,4,0.2924165401967126
25,5,0.354572599973462
25,6,0.3962213390058218
25,7,0.432474121344811
25,8,0.4600806919772437
25,9,0.48137667313529386
25,10,0.49547683526562836
25,11,0.5101216122638536
25,12,0.5212991781526264
25,13,0.52441001559105
25,14,0.5377506924748304
25,15,0.5412742075931731
25,16,0.5474538737124944
25,17,0.5544941492096663
25,18,0.5568650689986897
25,19,0.5579439800301869
25,20,0.5635590137831518
